"","Norma Subjetiva","Ausencia Burnout","Sensación de Logro","Ausencia Desvalorización","Soporte del Club","Actitud","Control Conductual Percibido","Liga","Intención"
"1",-1.03516764039464,0.664159010964702,0.0926477925359333,0.356896806796249,0.54414512501103,-1.18550933364573,-3.12079875554639,0.800056304324946,-2.17166226005387
"2",-2.5733369338324,1.30165652089412,-1.4759226037209,-0.679283057472806,0.553001475740997,-0.121041881189749,-2.27739727914308,0.800056304324946,-2.17166226005387
"3",-1.12973564356974,0.448232661253492,-0.447947182260977,-1.70743966643596,0.0667484115423415,0.0283170365219652,0.102825806392368,0.800056304324946,-0.320808848381527
"4",0.00120366564451324,0.981657834189053,0.949536514866468,0.720563441236309,0.515674515221486,0.360693061500811,0.102825806392368,0.800056304324946,-0.658049689549239
"5",-0.359696656921152,0.55201910890673,-0.509159551456767,0.465751715820165,-1.76699331449035,0.0283170365219652,-0.925884274674882,0.800056304324946,-0.994028667778877
"6",0.723004310775844,-0.164779291833499,-0.00769397866341287,-0.0333190142451177,-0.447973001372995,0.635230221605812,-0.709746932946882,0.800056304324946,-0.320808848381527
"7",0.362103988210179,1.30165652089412,1.5378917240706,0.841785652716329,0.960600832821201,0.635230221605812,1.51183394334287,0.800056304324946,0.855562880955396
"8",0.00120366564451324,0.736229757315311,0.0430796842562943,0.34040707018811,0.673473491017906,0.635230221605812,-0.382781667900104,0.800056304324946,-2.17166226005387
"9",0.723004310775844,-1.0705115492436,1.30543879809032,0.706231497100437,-0.225347933052359,0.635230221605812,-0.386944009545938,0.800056304324946,0.855562880955396
"10",-1.78912717987081,-1.67240757021301,-0.961361137304247,-0.875784518235448,-1.41344193042341,-1.0024922263786,-1.79595214649644,0.800056304324946,-1.16258721305078
"11",-0.0148757815279065,0.376161914902883,0.784133571106904,0.483814325987321,-0.175428151258468,0.331773629063889,0.398962334375076,0.800056304324946,0.687573391840577
"12",0.723004310775844,0.769068768562471,1.3859409150996,0.841785652716329,0.960600832821201,0.635230221605812,0.911236204085784,-1.24146667912492,0.18360492449612
"13",-1.2873291924722,-1.04770487863666,-2.0550661090111,-2.79885143300881,-0.268329407966799,-1.4095477102133,-1.25284953972166,0.800056304324946,-1.4998280542185
"14",-0.31336699526331,-0.529863304566035,0.260518679642666,-1.05418734680629,-0.349710820717452,-1.30594881892052,-1.43815814438559,-1.24146667912492,-1.16258721305078
"15",0.723004310775844,0.55201910890673,0.38980564991116,0.720563441236309,0.960600832821201,0.635230221605812,0.942064941149853,0.800056304324946,0.687573391840577
"16",-2.19635716409432,0.0110779021703474,-0.745140425981149,-1.42531241277092,0.427080003195507,-3.14352896815408,-2.03459354199684,0.800056304324946,-1.83315955594809
"17",0.126021883305036,1.19787007324088,1.23363386496334,0.213097782876288,0.960600832821201,0.360693061500811,0.34146720189277,0.800056304324946,0.855562880955396
"18",-0.674267317828976,-2.76402936226718,-2.72392343522452,-1.55183526330323,-2.0538027722669,-1.65516543788138,0.310638464828701,0.800056304324946,0.518322039787684
"19",0.362103988210179,0.736229757315311,1.09477894961565,0.600127666535798,0.508024933649211,0.0572364689588873,0.911236204085784,0.800056304324946,0.855562880955396
"20",0.362103988210179,0.55201910890673,0.386313087712005,-0.950241308713921,-0.339487546597219,0.635230221605812,1.21153507371433,0.800056304324946,0.351025357453851
"21",0.362103988210179,0.376161914902883,-0.768125119503973,-0.0268171746226462,0.0125440110683395,-0.320899582438893,0.186987334292909,0.800056304324946,-1.16258721305078
"22",-0.674267317828976,-0.58718787265562,-1.15923722867706,-0.619794587919045,-0.716253243507907,-0.624356174980817,-0.413610404964174,-1.24146667912492,0.013784516286139
"23",0.362103988210179,-0.273026333515896,-0.967713270360789,0.215627248337394,-1.41342910987489,-0.046362422333892,-0.356115272481869,-1.24146667912492,0.687573391840577
"24",0.723004310775844,1.30165652089412,-0.0881960956727018,-0.394720887024071,0.960600832821201,0.331773629063889,0.610937334457242,0.800056304324946,-1.1620181568937
"25",0.42451309704044,-2.02745924230533,0.222413896491096,-2.28250452955588,-1.82351233800092,0.360693061500811,-0.709746932946882,-1.24146667912492,-1.83568328182424
"26",0.723004310775844,-0.72686877132768,-0.236618956099594,-0.0211017717796833,0.59834600103541,0.635230221605812,0.942064941149853,-1.24146667912492,0.686311528902503
"27",0.723004310775844,1.1575150281929,1.10109569632724,0.720563441236309,0.960600832821201,0.635230221605812,1.51183394334287,0.800056304324946,0.855562880955396
"28",-0.674267317828976,0.941302789141072,-1.14225714534439,0.841785652716329,0.960600832821201,0.635230221605812,-0.683080537528646,-1.24146667912492,0.181081198619972
"29",-0.375776104093572,0.435700457132564,-1.02645769620941,-2.00476731438087,0.960600832821201,-2.61129524192609,-0.0866451399173969,0.800056304324946,-2.17166226005387
"30",-3.26488736447831,0.47994836255612,-0.211253825406052,-1.40369219223306,0.670710908823522,-2.33675808182108,-2.03875588364267,-1.24146667912492,-2.17166226005387
"31",0.00120366564451324,0.84113951491308,-1.67551075457772,0.471617178653797,0.960600832821201,-0.898893335085818,-1.76512340943237,0.800056304324946,-2.17166226005387
"32",0.723004310775844,0.55201910890673,-2.26807100831154,-0.813857625516692,-1.51330522964215,0.635230221605812,1.21153507371433,0.800056304324946,0.183035868339032
"33",-0.0148757815279065,0.376161914902883,-0.402021899859157,-1.55264469575266,0.354799542519782,-1.0024922263786,-0.113311535335633,0.800056304324946,-1.49913524743751
"34",0.362103988210179,-1.11977562498727,0.0117540480164277,0.841785652716329,0.960600832821201,0.331773629063889,-0.44027680038241,0.800056304324946,0.0150463792242129
"35",-0.359696656921152,1.01699670891693,-1.58222488046657,-0.102661247686606,-0.957643024976554,-0.595436742543895,-2.63519128125392,0.800056304324946,0.519583902725758
"36",0.42451309704044,0.55201910890673,-0.716089067877164,0.483814325987321,0.960600832821201,0.0572364689588873,0.699261204003617,-1.24146667912492,0.855562880955396
"37",0.723004310775844,-2.01439195027979,-1.62152127963535,-0.381230890980958,-1.11760631595957,-1.26018879250159,-1.79595214649644,-1.24146667912492,-1.83511422566715
"38",0.723004310775844,-0.197618303080659,0.538932274369712,-1.31776567350602,-0.708154400444393,-1.30594881892052,0.942064941149853,-1.24146667912492,0.183035868339032
"39",-0.297287548090891,0.47994836255612,0.383453516854619,0.331940588885871,-1.05578941871846,-0.898893335085818,-1.13785927475705,-1.24146667912492,-0.490753007215406
"40",-0.32944644243573,0.55201910890673,-1.31154427881332,-0.0260307378431376,-1.31238709513061,-0.01744298989697,0.27114886219345,-1.24146667912492,0.687573391840577
"41",-1.42822685730515,0.877871386535816,-0.935996006610705,-0.00931938823682854,0.50649025924098,0.635230221605812,0.34146720189277,-1.24146667912492,-0.321501655162513
"42",-1.78912717987081,0.200304720899036,-0.357208742485774,-0.814814217418781,-0.14525496472808,-1.0024922263786,-0.382781667900104,-1.24146667912492,-0.488798337496346
"43",0.723004310775844,0.797447185780472,-1.03277444292101,0.578507445997945,0.842491867924265,-0.01744298989697,0.37229593895684,-1.24146667912492,0.855562880955396
"44",-1.47455651896299,0.47994836255612,-1.2945995818256,-0.911344914788422,-0.072574972237944,-1.4095477102133,-0.44027680038241,-1.24146667912492,-1.32862203244654
"45",-2.60549582817724,-1.75145521743217,-1.62148589329041,-2.91516477355728,-1.80543535773698,-3.32180731830271,-1.4956532768679,0.800056304324946,-2.17166226005387
"46",-0.720596979486818,1.08544428184229,0.94279275429971,0.706231497100437,0.848913541710388,0.331773629063889,0.972893678213923,-1.24146667912492,0.687573391840577
"47",0.723004310775844,-0.197618303080659,1.5378917240706,0.841785652716329,0.512598518316201,0.635230221605812,0.398962334375076,0.800056304324946,0.855562880955396
"48",0.723004310775844,-1.58475322499747,1.27606658516601,0.841785652716329,0.861499866210594,0.635230221605812,0.398962334375076,0.800056304324946,0.855562880955396
"49",0.723004310775844,-1.51268247864686,0.710339828319428,0.841785652716329,0.0760332526451583,0.635230221605812,0.398962334375076,0.800056304324946,0.855562880955396
"50",0.723004310775844,-0.947255715068048,0.942828140644655,0.841785652716329,0.106866912814675,0.635230221605812,0.398962334375076,0.800056304324946,0.855562880955396
